x,y
3.460441674753686,-2.2679816572992677
-6.44297757601842,2.038235038025727
4.919860809392778,-1.736497738017075
2.3289431789009605,-3.5233445221547743
4.735226157630344,-0.5301425608111472
-5.7770453029582125,1.140051354537662
3.298594966893119,-1.5179096936064482
4.2349953897788595,-2.8254659742906334
-5.010754504756528,0.4129682025962208
4.183200188506859,-3.993487945221374
3.8257100845562144,0.01005246812198246
4.919516606672545,-4.630967634773761
3.9590266370777276,-1.318587855099235
5.257085648431434,-0.9680302830582955
-7.405120471967098,2.4450246571678873
-5.757366628905583,0.16586862156558657
4.35754537809771,-1.6627125701557355
3.6825679350161566,-4.208424968466433
5.184621086681451,-4.966082284839333
-5.770849955292239,1.1138053918465378
4.10657604115622,-4.3071813080399535
4.540416085961981,-1.4684676824835239
5.695126795220496,-2.213205033054791
-5.735147394403332,-0.13383427987570395
-5.111291556966337,-0.1606300048715854
3.6639380870614593,-3.3476288310497004
4.530266220649252,-5.408854227743563
4.866831080416146,-0.7237723239341676
-6.015223878400866,0.9655012756461834
3.890054377312317,-2.82830968936665
-5.515772411369785,0.872090070171942
4.640454414800784,-2.6167677102004774
4.1264026445007085,-7.508268308911724
3.909278773845109,-2.4612859941319014
-7.249497781394943,0.8739008836413968
3.9147826409692943,0.3883771104100784
-6.180456766023165,0.05373905809035906
4.611907172980365,-1.8089062907113707
-5.252054632493928,0.9622186414946676
4.997544099286314,-3.933955320014845
2.4112757366935735,-4.738400714129133
3.240835179493678,-5.361982072245493
-4.273820443993794,2.4193616222408174
4.7440346721422,0.18334500062861148
4.4493225884588785,-1.2105304311024825
2.600304882785072,-3.99917958896954
2.731082567256445,-4.077689227433779
2.909728641035393,-4.109271005590743
-5.866730462607398,-1.0882527654318421
3.6841803702720375,-4.638853232857624
5.190923567259543,-1.2480751986651684
-5.258110609669368,1.1379227403078305
4.894608606818225,-2.3144494654545396
3.0293751421480715,-5.208215304867135
4.7716442286032725,-1.9427677719246863
4.652338450880407,-0.8958286481235342
4.658380585383389,-2.934629973445756
3.9157798262818813,-3.591012614939501
3.885794827261755,-0.5057906197583204
3.1402227643603613,-1.187154539122484
5.227314622904783,-0.7976723181242283
-5.9386186966223775,0.0543585445723741
5.48005683359884,-0.8461269273238707
3.9230764610433604,-4.483875604189977
5.26348469550663,-1.7588167678792148
3.104391658110072,-4.534058662016858
3.9322296278540434,-3.588990589890126
